"id","external_ids","event_time","ingested_at","first_seen","last_seen","jam_line_geog","city","street_name","road_number","road_type_code","delay_seconds","length_m","speed_kmh","speed_normal_kmh","severity","quality_score","raw","segment_id"
12287,"{""waze"": ""724152324""}","2026-04-09 07:16:03.326+00","2026-04-09 07:16:27.024814+00","2026-04-09 07:16:27.024814+00","2026-04-09 07:31:27.181288+00","0102000020E6100000090000008BFED0CC9393304084D72E6D389648404DF564FED1933040022D5DC136964840297B4B395F943040698EACFC329648401DAF40F4A4943040E7E3DA50319648409A0AF148BC943040A03715A930964840A94D9CDCEF943040416326512F96484066A4DE53399530407EC9C6832D96484066A4DE5339953040AD4D637B2D964840E7ABE46377953040EAB303AE2B964840","Brno","Jihlavská","602","secondary",99.0,540.0,12.07,31.324282109816178,"heavy",80,"{""id"": 724152324, ""city"": ""Brno"", ""line"": [{""x"": 16.576474, ""y"": 49.173597}, {""x"": 16.577423, ""y"": 49.173546}, {""x"": 16.579578, ""y"": 49.173431}, {""x"": 16.580642, ""y"": 49.17338}, {""x"": 16.580998, ""y"": 49.17336}, {""x"": 16.581785, ""y"": 49.173319}, {""x"": 16.582906, ""y"": 49.173264}, {""x"": 16.582906, ""y"": 49.173263}, {""x"": 16.583853, ""y"": 49.173208}], ""uuid"": 724152324, ""_type"": ""jam"", ""delay"": 99, ""level"": 3, ""speed"": 3.352777777777778, ""length"": 540, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""Dlouhá"", ""roadType"": 7, ""segments"": [{""ID"": 290154835, ""toNode"": 96733981, ""fromNode"": 239428791, ""isForward"": true}, {""ID"": 90076579, ""toNode"": 151699792, ""fromNode"": 96733981, ""isForward"": true}, {""ID"": 142027990, ""toNode"": 151699793, ""fromNode"": 151699792, ""isForward"": true}, {""ID"": 145060923, ""toNode"": 153329659, ""fromNode"": 151699793, ""isForward"": false}, {""ID"": 145611346, ""toNode"": 151659324, ""fromNode"": 153329659, ""isForward"": false}, {""ID"": 101584788, ""toNode"": 52246925, ""fromNode"": 151659324, ""isForward"": true}], ""speedKMH"": 12.07, ""turnType"": ""NONE"", ""pubMillis"": 1775718963326, ""_fetchedAt"": ""2026-04-09T07:31:25.256972454Z""}",7964
10902,"{""waze"": ""d90c3133-8fef-4f07-91c5-5f9d314894a1""}","2026-04-09 06:54:30+00","2026-04-09 06:55:33.434465+00","2026-04-09 06:55:33.434465+00","2026-04-09 06:58:34.341163+00",NULL,"Brno","Jihlavská","602","secondary",NULL,NULL,NULL,NULL,"moderate",40,"{""city"": ""Brno"", ""type"": ""JAM"", ""uuid"": ""d90c3133-8fef-4f07-91c5-5f9d314894a1"", ""_type"": ""alert"", ""magvar"": 88, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": """", ""location"": {""x"": 16.549807, ""y"": 49.173236}, ""roadType"": 7, ""pubMillis"": 1775717670000, ""_fetchedAt"": ""2026-04-09T06:58:25.453938580Z"", ""confidence"": 0, ""reliability"": 5, ""reportRating"": 1, ""reportByMunicipalityUser"": ""false""}",8539
11208,"{""waze"": ""722050476"", ""waze_alert"": [""d90c3133-8fef-4f07-91c5-5f9d314894a1"", ""33cbc3be-a5e0-4536-930d-9aac697e984f"", ""aba4a56d-479d-4d3a-a799-fcb3cb67fbe4""]}","2026-04-09 06:59:22.043+00","2026-04-09 06:59:29.382303+00","2026-04-09 06:59:29.382303+00","2026-04-09 07:12:35.57195+00","0102000020E61000000F000000DC48D922698B304049D9226937964840EDB776A2248C30408F006E162F9648409F3D97A9498C304060B01BB62D964840573F36C98F8C3040A2D3F36E2C96484038DBDC989E8C304001DC2C5E2C9648404C1C7920B28C3040724F57772C964840A41CCC26C08C304001DC2C5E2C9648403E22A644128D3040FAB660A92E96484013D55B035B8D3040E126A3CA30964840E415889E948D30405166834C329648409B92ACC3D18D30401BBD1AA034964840855D143DF08D304097AAB4C5359648409886E123628E304000C5C892399648401B13622EA98E3040DB8651103C96484053E9279CDD8E3040B18BA2073E964840","Brno","Jihlavská","602","secondary",56.0,988.0,29.48,55.015144392209535,"moderate",100,"{""jam"": {""id"": 722050476, ""city"": ""Brno"", ""line"": [{""x"": 16.544573, ""y"": 49.173566}, {""x"": 16.547434, ""y"": 49.173312}, {""x"": 16.547999, ""y"": 49.17327}, {""x"": 16.549069, ""y"": 49.173231}, {""x"": 16.549295, ""y"": 49.173229}, {""x"": 16.549593, ""y"": 49.173232}, {""x"": 16.549807, ""y"": 49.173229}, {""x"": 16.55106, ""y"": 49.173299}, {""x"": 16.55217, ""y"": 49.173364}, {""x"": 16.553049, ""y"": 49.17341}, {""x"": 16.553982, ""y"": 49.173481}, {""x"": 16.554447, ""y"": 49.173516}, {""x"": 16.556185, ""y"": 49.173632}, {""x"": 16.557269, ""y"": 49.173708}, {""x"": 16.558069, ""y"": 49.173768}], ""uuid"": 722050476, ""_type"": ""jam"", ""delay"": 56, ""level"": 2, ""speed"": 8.188888888888888, ""length"": 988, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""» Ostrava / Bratislava (SK) / Wien (A) / Praha"", ""roadType"": 7, ""segments"": [{""ID"": 253574265, ""toNode"": 214348364, ""fromNode"": 214348282, ""isForward"": true}, {""ID"": 253574267, ""toNode"": 210855495, ""fromNode"": 214348364, ""isForward"": true}, {""ID"": 247976341, ""toNode"": 173753642, ""fromNode"": 210855495, ""isForward"": true}, {""ID"": 285680847, ""toNode"": 235708176, ""fromNode"": 173753642, ""isForward"": false}, {""ID"": 285680846, ""toNode"": 207223754, ""fromNode"": 235708176, ""isForward"": false}, {""ID"": 305365576, ""toNode"": 249178994, ""fromNode"": 207223754, ""isForward"": false}, {""ID"": 305365575, ""toNode"": 148564790, ""fromNode"": 249178994, ""isForward"": false}, {""ID"": 285680855, ""toNode"": 235708181, ""fromNode"": 148564790, ""isForward"": true}, {""ID"": 285680856, ""toNode"": 154091533, ""fromNode"": 235708181, ""isForward"": true}, {""ID"": 285680849, ""toNode"": 235708177, ""fromNode"": 154091533, ""isForward"": true}, {""ID"": 141023934, ""toNode"": 151015806, ""fromNode"": 235708177, ""isForward"": false}, {""ID"": 84016602, ""toNode"": 91330822, ""fromNode"": 151015806, ""isForward"": false}], ""speedKMH"": 29.48, ""turnType"": ""NONE"", ""pubMillis"": 1775717962043, ""_fetchedAt"": ""2026-04-09T07:09:25.251589946Z""}, ""alerts"": [{""type"": ""JAM"", ""uuid"": ""33cbc3be-a5e0-4536-930d-9aac697e984f"", ""_type"": ""alert"", ""magvar"": 242, ""street"": ""» Olomouc / Bratislava (SK)"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": """", ""location"": {""x"": 16.545798, ""y"": 49.167617}, ""roadType"": 4, ""pubMillis"": 1775718642000, ""_fetchedAt"": ""2026-04-09T07:11:25.283112789Z"", ""confidence"": 0, ""reliability"": 5, ""reportRating"": 1, ""reportByMunicipalityUser"": ""false""}, {""type"": ""JAM"", ""uuid"": ""aba4a56d-479d-4d3a-a799-fcb3cb67fbe4"", ""_type"": ""alert"", ""magvar"": 241, ""street"": ""23"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": """", ""location"": {""x"": 16.54739, ""y"": 49.168167}, ""roadType"": 3, ""pubMillis"": 1775718665000, ""_fetchedAt"": ""2026-04-09T07:11:25.283112789Z"", ""confidence"": 0, ""reliability"": 5, ""reportRating"": 0, ""reportByMunicipalityUser"": ""false""}]}",8580
10693,"{""waze"": ""721193730"", ""waze_alert"": [""3d49eeeb-9005-4d59-94f2-bc0c4abefc9c""]}","2026-04-09 06:52:47.38+00","2026-04-09 06:53:25.457269+00","2026-04-09 06:53:25.457269+00","2026-04-09 07:24:34.081296+00","0102000020E61000000A0000004774CFBA4697304032772D211F9648406F2EFEB627983040CF81E508199648403370404B57983040A13193A817964840344C6DA983983040F4BF5C8B16964840B20FB22C9898304019CA8976159648406495D233BD98304078D2C26515964840064CE0D6DD9830404E0B5EF4159648405C566133C09930409FC9FE791A9648405B0BB3D0CE9930405EDA70581A96484040DF162CD5993040E7A90EB919964840","Brno","Jihlavská","602","secondary",64.0,731.0,18.0,32.01459854014599,"heavy",100,"{""jam"": {""id"": 721193730, ""city"": ""Brno"", ""line"": [{""x"": 16.590923, ""y"": 49.172825}, {""x"": 16.594356, ""y"": 49.172639}, {""x"": 16.595082, ""y"": 49.172597}, {""x"": 16.595759, ""y"": 49.172563}, {""x"": 16.596072, ""y"": 49.17253}, {""x"": 16.596637, ""y"": 49.172528}, {""x"": 16.597135, ""y"": 49.172545}, {""x"": 16.600589, ""y"": 49.172683}, {""x"": 16.600812, ""y"": 49.172679}, {""x"": 16.600909, ""y"": 49.17266}], ""uuid"": 721193730, ""_type"": ""jam"", ""delay"": 64, ""level"": 3, ""speed"": 5, ""length"": 731, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": """", ""roadType"": 7, ""segments"": [{""ID"": 102861528, ""toNode"": 110126301, ""fromNode"": 110867904, ""isForward"": true}, {""ID"": 101585872, ""toNode"": 151703777, ""fromNode"": 110126301, ""isForward"": true}, {""ID"": 102086038, ""toNode"": 111701035, ""fromNode"": 151703777, ""isForward"": true}, {""ID"": 104241313, ""toNode"": 303454907, ""fromNode"": 111701035, ""isForward"": true}, {""ID"": 441177645, ""toNode"": 153329700, ""fromNode"": 303454907, ""isForward"": true}], ""speedKMH"": 18, ""turnType"": ""NONE"", ""pubMillis"": 1775717567380, ""_fetchedAt"": ""2026-04-09T06:57:24.296475775Z""}, ""alerts"": [{""city"": ""Brno"", ""type"": ""HAZARD"", ""uuid"": ""3d49eeeb-9005-4d59-94f2-bc0c4abefc9c"", ""_type"": ""alert"", ""magvar"": 167, ""street"": ""Vídeňská"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": ""HAZARD_ON_SHOULDER_CAR_STOPPED"", ""location"": {""x"": 16.59804, ""y"": 49.169745}, ""roadType"": 7, ""pubMillis"": 1775719109000, ""_fetchedAt"": ""2026-04-09T07:19:25.266285571Z"", ""confidence"": 0, ""reliability"": 6, ""reportRating"": 2, ""reportByMunicipalityUser"": ""false""}]}",6516
14466,"{""waze"": ""729916364"", ""waze_alert"": [""7db437f5-7642-41f1-b271-847e2a9eefcd"", ""d2054376-4641-46cb-93d6-8b01b4226245""]}","2026-04-09 08:23:40.303+00","2026-04-09 08:24:26.343092+00","2026-04-09 08:24:26.343092+00","2026-04-09 12:00:45.318649+00","0102000020E610000003000000AA2A3410CB96304006483481229648405B28999CDA9530402D0B26FE28964840E7ABE46377953040EAB303AE2B964840","Brno","Jihlavská","602","secondary",89.0,379.0,10.13,29.86274009895643,"heavy",100,"{""id"": 729916364, ""city"": ""Brno"", ""line"": [{""x"": 16.589036, ""y"": 49.172928}, {""x"": 16.585367, ""y"": 49.173126}, {""x"": 16.583853, ""y"": 49.173208}], ""uuid"": 729916364, ""_type"": ""jam"", ""delay"": 89, ""level"": 3, ""speed"": 2.813888888888889, ""length"": 379, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""Dlouhá"", ""roadType"": 7, ""segments"": [{""ID"": 309974246, ""toNode"": 251306715, ""fromNode"": 252029889, ""isForward"": false}, {""ID"": 308655556, ""toNode"": 52246925, ""fromNode"": 251306715, ""isForward"": false}], ""speedKMH"": 10.13, ""turnType"": ""NONE"", ""pubMillis"": 1775723020303, ""_fetchedAt"": ""2026-04-09T08:32:26.239864420Z""}",7935
15980,"{""waze"": ""732015628""}","2026-04-09 08:54:12.435+00","2026-04-09 09:14:32.505822+00","2026-04-09 09:14:32.505822+00","2026-04-09 09:49:34.457+00","0102000020E6100000080000000403081F4A9030400403081F4A964840DF1B4300709030404BAFCDC64A9648402D0ABB287A903040ECA694D74A964840A7B228ECA2903040C2DF2F664B96484055850662D9903040CE8DE9094B96484030F5F3A6229130409F3D97A94996484079EA9106B7913040DD0BCC0A45964840EBFEB1101D9230404FE78A5242964840","Brno","Jihlavská","602","secondary",149.0,520.0,9.58,40.33865670970354,"heavy",80,"{""id"": 732015628, ""city"": ""Brno"", ""line"": [{""x"": 16.563631, ""y"": 49.174137}, {""x"": 16.564209, ""y"": 49.174157}, {""x"": 16.564364, ""y"": 49.174159}, {""x"": 16.564986, ""y"": 49.174176}, {""x"": 16.565817, ""y"": 49.174165}, {""x"": 16.566935, ""y"": 49.174123}, {""x"": 16.569199, ""y"": 49.173982}, {""x"": 16.570756, ""y"": 49.173899}], ""uuid"": 732015628, ""_type"": ""jam"", ""delay"": 149, ""level"": 3, ""speed"": 2.661111111111111, ""length"": 520, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": """", ""roadType"": 7, ""segments"": [{""ID"": 205262250, ""toNode"": 185116406, ""fromNode"": 96728320, ""isForward"": false}, {""ID"": 205262260, ""toNode"": 185116407, ""fromNode"": 185116406, ""isForward"": true}, {""ID"": 205262252, ""toNode"": 185116231, ""fromNode"": 185116407, ""isForward"": true}, {""ID"": 205261838, ""toNode"": 92813100, ""fromNode"": 185116231, ""isForward"": true}, {""ID"": 86290950, ""toNode"": 96728279, ""fromNode"": 92813100, ""isForward"": true}, {""ID"": 90067547, ""toNode"": 96733838, ""fromNode"": 96728279, ""isForward"": true}], ""speedKMH"": 9.58, ""turnType"": ""NONE"", ""pubMillis"": 1775724852435, ""_fetchedAt"": ""2026-04-09T09:49:30.243416491Z""}",8181
28439,"{""waze"": ""ac27d49f-1be4-4169-8f36-99bcfaa6f4ef""}","2026-04-09 13:52:19+00","2026-04-09 13:52:54.69838+00","2026-04-09 13:52:54.69838+00","2026-04-09 14:09:55.878222+00",NULL,"Brno","Jihlavská","602","secondary",NULL,NULL,NULL,NULL,"heavy",40,"{""city"": ""Brno"", ""type"": ""JAM"", ""uuid"": ""ac27d49f-1be4-4169-8f36-99bcfaa6f4ef"", ""_type"": ""alert"", ""magvar"": 83, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": ""JAM_HEAVY_TRAFFIC"", ""location"": {""x"": 16.553681, ""y"": 49.173458}, ""roadType"": 7, ""pubMillis"": 1775742739000, ""_fetchedAt"": ""2026-04-09T14:09:46.265271726Z"", ""confidence"": 0, ""reliability"": 5, ""reportRating"": 5, ""reportByMunicipalityUser"": ""false""}",8573
21913,"{""waze"": ""cd190c9e-254f-4440-9e68-6a92d534cef1""}","2026-04-09 12:29:13+00","2026-04-09 12:29:47.5658+00","2026-04-09 12:29:47.5658+00","2026-04-09 12:31:47.260703+00",NULL,"Brno","Jihlavská","602","secondary",NULL,NULL,NULL,NULL,"heavy",40,"{""city"": ""Brno"", ""type"": ""JAM"", ""uuid"": ""cd190c9e-254f-4440-9e68-6a92d534cef1"", ""_type"": ""alert"", ""magvar"": 95, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": ""JAM_HEAVY_TRAFFIC"", ""location"": {""x"": 16.568074, ""y"": 49.174052}, ""roadType"": 7, ""pubMillis"": 1775737753000, ""_fetchedAt"": ""2026-04-09T12:31:38.250049788Z"", ""confidence"": 0, ""reliability"": 5, ""reportRating"": 2, ""reportByMunicipalityUser"": ""false""}",8182
21964,"{""waze"": ""25867010-8258-4c8a-a1e4-13d48601ffdc""}","2026-04-09 12:30:37+00","2026-04-09 12:30:47.401548+00","2026-04-09 12:30:47.401548+00","2026-04-09 12:31:47.317467+00",NULL,"Brno","Jihlavská","602","secondary",NULL,NULL,NULL,NULL,"heavy",40,"{""city"": ""Brno"", ""type"": ""JAM"", ""uuid"": ""25867010-8258-4c8a-a1e4-13d48601ffdc"", ""_type"": ""alert"", ""magvar"": 94, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": ""JAM_HEAVY_TRAFFIC"", ""location"": {""x"": 16.570046, ""y"": 49.173937}, ""roadType"": 7, ""pubMillis"": 1775737837000, ""_fetchedAt"": ""2026-04-09T12:31:38.250049788Z"", ""confidence"": 0, ""reliability"": 5, ""reportRating"": 2, ""reportByMunicipalityUser"": ""false""}",8131
18239,"{""waze"": ""742652514"", ""waze_alert"": [""5948f7a7-a48a-41fc-8c0a-564f8a4e611d""]}","2026-04-09 10:30:25.072+00","2026-04-09 10:30:36.706098+00","2026-04-09 10:30:36.706098+00","2026-04-09 10:55:42.890367+00","0102000020E6100000070000004774CFBA4697304032772D211F9648406F2EFEB627983040CF81E508199648403370404B57983040A13193A817964840344C6DA983983040F4BF5C8B16964840B20FB22C9898304019CA8976159648406495D233BD98304078D2C26515964840064CE0D6DD9830404E0B5EF415964840","Brno","Jihlavská","602","secondary",64.0,455.0,13.31,27.731988399308033,"heavy",100,"{""id"": 742652514, ""city"": ""Brno"", ""line"": [{""x"": 16.590923, ""y"": 49.172825}, {""x"": 16.594356, ""y"": 49.172639}, {""x"": 16.595082, ""y"": 49.172597}, {""x"": 16.595759, ""y"": 49.172563}, {""x"": 16.596072, ""y"": 49.17253}, {""x"": 16.596637, ""y"": 49.172528}, {""x"": 16.597135, ""y"": 49.172545}], ""uuid"": 742652514, ""_type"": ""jam"", ""delay"": 64, ""level"": 3, ""speed"": 3.6972222222222224, ""length"": 455, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""Vídeňská"", ""roadType"": 7, ""segments"": [{""ID"": 102861528, ""toNode"": 110126301, ""fromNode"": 110867904, ""isForward"": true}, {""ID"": 101585872, ""toNode"": 151703777, ""fromNode"": 110126301, ""isForward"": true}, {""ID"": 102086038, ""toNode"": 111701035, ""fromNode"": 151703777, ""isForward"": true}, {""ID"": 104241313, ""toNode"": 303454907, ""fromNode"": 111701035, ""isForward"": true}], ""speedKMH"": 13.31, ""turnType"": ""NONE"", ""pubMillis"": 1775730625072, ""_fetchedAt"": ""2026-04-09T10:52:34.251531034Z""}",6501
19840,"{""waze"": ""57e779df-4f1a-4770-bd46-c30b012ef2e1""}","2026-04-09 11:31:27+00","2026-04-09 11:31:45.044491+00","2026-04-09 11:31:45.044491+00","2026-04-09 11:40:45.252051+00",NULL,"Troubsko","Jihlavská","602","secondary",NULL,NULL,NULL,NULL,"heavy",40,"{""city"": ""Troubsko"", ""type"": ""JAM"", ""uuid"": ""57e779df-4f1a-4770-bd46-c30b012ef2e1"", ""_type"": ""alert"", ""magvar"": 129, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": ""JAM_HEAVY_TRAFFIC"", ""location"": {""x"": 16.499209, ""y"": 49.177621}, ""roadType"": 7, ""pubMillis"": 1775734287000, ""_fetchedAt"": ""2026-04-09T11:40:36.372995379Z"", ""confidence"": 0, ""reliability"": 5, ""reportRating"": 4, ""reportByMunicipalityUser"": ""false""}",3446
22518,"{""waze"": ""767735294"", ""waze_alert"": [""c8b83ddd-4a0e-4c7c-a906-004d2b5b54ca""]}","2026-04-09 12:41:48.973+00","2026-04-09 12:42:37.386886+00","2026-04-09 12:42:37.386886+00","2026-04-09 13:00:50.177389+00","0102000020E61000000B00000029780AB952933040068200193A9648402CBCCB457C9330402A8C2D04399648408BFED0CC9393304084D72E6D389648404DF564FED1933040022D5DC136964840297B4B395F943040698EACFC329648401DAF40F4A4943040E7E3DA50319648409A0AF148BC943040A03715A930964840A94D9CDCEF943040416326512F96484066A4DE53399530407EC9C6832D96484066A4DE5339953040AD4D637B2D964840E7ABE46377953040EAB303AE2B964840","Brno","Jihlavská","602","secondary",73.0,613.0,15.57,32.10633252039357,"moderate",100,"{""jam"": {""id"": 767735294, ""city"": ""Brno"", ""line"": [{""x"": 16.575481, ""y"": 49.173648}, {""x"": 16.576115, ""y"": 49.173615}, {""x"": 16.576474, ""y"": 49.173597}, {""x"": 16.577423, ""y"": 49.173546}, {""x"": 16.579578, ""y"": 49.173431}, {""x"": 16.580642, ""y"": 49.17338}, {""x"": 16.580998, ""y"": 49.17336}, {""x"": 16.581785, ""y"": 49.173319}, {""x"": 16.582906, ""y"": 49.173264}, {""x"": 16.582906, ""y"": 49.173263}, {""x"": 16.583853, ""y"": 49.173208}], ""uuid"": 767735294, ""_type"": ""jam"", ""delay"": 73, ""level"": 2, ""speed"": 4.325, ""length"": 613, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""Dlouhá"", ""roadType"": 7, ""segments"": [{""ID"": 290154834, ""toNode"": 239428791, ""fromNode"": 155335302, ""isForward"": true}, {""ID"": 290154835, ""toNode"": 96733981, ""fromNode"": 239428791, ""isForward"": true}, {""ID"": 90076579, ""toNode"": 151699792, ""fromNode"": 96733981, ""isForward"": true}, {""ID"": 142027990, ""toNode"": 151699793, ""fromNode"": 151699792, ""isForward"": true}, {""ID"": 145060923, ""toNode"": 153329659, ""fromNode"": 151699793, ""isForward"": false}, {""ID"": 145611346, ""toNode"": 151659324, ""fromNode"": 153329659, ""isForward"": false}, {""ID"": 101584788, ""toNode"": 52246925, ""fromNode"": 151659324, ""isForward"": true}], ""speedKMH"": 15.57, ""turnType"": ""NONE"", ""pubMillis"": 1775738508973, ""_fetchedAt"": ""2026-04-09T12:52:39.241687193Z""}, ""alerts"": [{""city"": ""Brno"", ""type"": ""JAM"", ""uuid"": ""c8b83ddd-4a0e-4c7c-a906-004d2b5b54ca"", ""_type"": ""alert"", ""magvar"": 94, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": ""JAM_STAND_STILL_TRAFFIC"", ""location"": {""x"": 16.580207, ""y"": 49.173402}, ""roadType"": 7, ""pubMillis"": 1775739253000, ""_fetchedAt"": ""2026-04-09T12:54:40.286092547Z"", ""confidence"": 0, ""reliability"": 5, ""reportRating"": 0, ""reportByMunicipalityUser"": ""false""}]}",7966
40182,"{""waze"": ""dd8ad054-292f-48e2-9dbb-0b4f3fcf55de""}","2026-04-10 04:43:40+00","2026-04-10 04:44:27.448984+00","2026-04-10 04:44:27.448984+00","2026-04-10 04:44:27.448984+00",NULL,"Brno","Jihlavská","602","secondary",NULL,NULL,NULL,NULL,"heavy",40,"{""city"": ""Brno"", ""type"": ""JAM"", ""uuid"": ""dd8ad054-292f-48e2-9dbb-0b4f3fcf55de"", ""_type"": ""alert"", ""magvar"": 99, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": ""JAM_HEAVY_TRAFFIC"", ""location"": {""x"": 16.539764, ""y"": 49.174049}, ""roadType"": 7, ""pubMillis"": 1775796220000, ""_fetchedAt"": ""2026-04-10T04:44:19.227976141Z"", ""confidence"": 0, ""reliability"": 5, ""reportRating"": 0, ""reportByMunicipalityUser"": ""false""}",8527
23325,"{""waze"": ""770613198"", ""waze_alert"": [""01c67406-dd5a-40bf-bc5c-b3b68a37f558"", ""2b61bed5-07fc-4b85-a0ce-f65a63741969"", ""58048075-5c53-41a3-9599-cc6beebdf07b"", ""bfa9413b-e5a3-4dd4-8904-35a969b05d64""]}","2026-04-09 12:54:10.527+00","2026-04-09 12:54:41.66495+00","2026-04-09 12:54:41.66495+00","2026-04-09 13:23:44.789171+00","0102000020E6100000070000004774CFBA4697304032772D211F9648406F2EFEB627983040CF81E508199648403370404B57983040A13193A817964840344C6DA983983040F4BF5C8B16964840B20FB22C9898304019CA8976159648406495D233BD98304078D2C26515964840064CE0D6DD9830404E0B5EF415964840","Brno","Jihlavská","602","secondary",88.0,455.0,11.17,27.931820957498783,"heavy",100,"{""id"": 770613198, ""city"": ""Brno"", ""line"": [{""x"": 16.590923, ""y"": 49.172825}, {""x"": 16.594356, ""y"": 49.172639}, {""x"": 16.595082, ""y"": 49.172597}, {""x"": 16.595759, ""y"": 49.172563}, {""x"": 16.596072, ""y"": 49.17253}, {""x"": 16.596637, ""y"": 49.172528}, {""x"": 16.597135, ""y"": 49.172545}], ""uuid"": 770613198, ""_type"": ""jam"", ""delay"": 88, ""level"": 3, ""speed"": 3.102777777777778, ""length"": 455, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""Vídeňská"", ""roadType"": 7, ""segments"": [{""ID"": 102861528, ""toNode"": 110126301, ""fromNode"": 110867904, ""isForward"": true}, {""ID"": 101585872, ""toNode"": 151703777, ""fromNode"": 110126301, ""isForward"": true}, {""ID"": 102086038, ""toNode"": 111701035, ""fromNode"": 151703777, ""isForward"": true}, {""ID"": 104241313, ""toNode"": 303454907, ""fromNode"": 111701035, ""isForward"": true}], ""speedKMH"": 11.17, ""turnType"": ""NONE"", ""pubMillis"": 1775739250527, ""_fetchedAt"": ""2026-04-09T13:23:43.287525983Z""}",6501
36743,"{""waze"": ""1077185148""}","2026-04-09 15:47:36.059+00","2026-04-09 15:47:51.705579+00","2026-04-09 15:47:51.705579+00","2026-04-09 16:00:51.493709+00","0102000020E610000003000000AA2A3410CB96304006483481229648405B28999CDA9530402D0B26FE28964840E7ABE46377953040EAB303AE2B964840","Brno","Jihlavská","602","secondary",107.0,379.0,8.94,29.90960717963808,"heavy",80,"{""id"": 1077185148, ""city"": ""Brno"", ""line"": [{""x"": 16.589036, ""y"": 49.172928}, {""x"": 16.585367, ""y"": 49.173126}, {""x"": 16.583853, ""y"": 49.173208}], ""uuid"": 1077185148, ""_type"": ""jam"", ""delay"": 107, ""level"": 3, ""speed"": 2.4833333333333334, ""length"": 379, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""Dlouhá"", ""roadType"": 7, ""segments"": [{""ID"": 309974246, ""toNode"": 251306715, ""fromNode"": 252029889, ""isForward"": false}, {""ID"": 308655556, ""toNode"": 52246925, ""fromNode"": 251306715, ""isForward"": false}], ""speedKMH"": 8.94, ""turnType"": ""NONE"", ""pubMillis"": 1775749656059, ""_fetchedAt"": ""2026-04-09T16:00:50.326322128Z""}",7935
28555,"{""waze"": ""806f9405-cb04-49a5-a1ac-e98f7474a14a""}","2026-04-09 13:53:24+00","2026-04-09 13:53:55.475082+00","2026-04-09 13:53:55.475082+00","2026-04-09 14:09:55.901767+00",NULL,"Brno","Jihlavská","602","secondary",NULL,NULL,NULL,NULL,"heavy",40,"{""city"": ""Brno"", ""type"": ""JAM"", ""uuid"": ""806f9405-cb04-49a5-a1ac-e98f7474a14a"", ""_type"": ""alert"", ""magvar"": 84, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": ""JAM_HEAVY_TRAFFIC"", ""location"": {""x"": 16.555301, ""y"": 49.173573}, ""roadType"": 7, ""pubMillis"": 1775742804000, ""_fetchedAt"": ""2026-04-09T14:09:46.265271726Z"", ""confidence"": 0, ""reliability"": 5, ""reportRating"": 5, ""reportByMunicipalityUser"": ""false""}",8742
29117,"{""waze"": ""4edc5d89-b8a2-454c-bb5c-f4a4d1fea7a1""}","2026-04-09 13:58:40+00","2026-04-09 13:58:55.882615+00","2026-04-09 13:58:55.882615+00","2026-04-09 14:31:56.523563+00",NULL,"Brno","Jihlavská","602","secondary",NULL,NULL,NULL,NULL,"heavy",40,"{""city"": ""Brno"", ""type"": ""JAM"", ""uuid"": ""4edc5d89-b8a2-454c-bb5c-f4a4d1fea7a1"", ""_type"": ""alert"", ""magvar"": 84, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": ""JAM_HEAVY_TRAFFIC"", ""location"": {""x"": 16.561214, ""y"": 49.173972}, ""roadType"": 7, ""pubMillis"": 1775743120000, ""_fetchedAt"": ""2026-04-09T14:31:46.762265480Z"", ""confidence"": 0, ""reliability"": 5, ""reportRating"": 3, ""reportByMunicipalityUser"": ""false""}",8715
